wfo,utc_issue,utc_expire,utc_prodissue,utc_init_expire,phenomena,gtype,significance,eventid,status,ugc,area2d,utc_updated,hvtec_nwsli,hvtec_severity,hvtec_cause,hvtec_record,is_emergency,utc_polygon_begin,utc_polygon_end,windtag,hailtag,tornadotag,damagetag,product_id,fcster
TAE,2024-06-01 18:57,2024-06-01 20:11,2024-06-01 18:57,202406012100,MA,P,W,111,NEW,,13315.150049953436,2024-06-01 18:57,,,,,False,2024-06-01 18:57,2024-06-01 20:11,34.0,0.0,,,202406011857-KTAE-WHUS52-SMWTAE,42-DVD
TBW,2024-08-23 22:55,2024-08-24 01:15,2024-08-23 22:55,202408240115,FA,P,Y,73,NEW,,930.1215433628104,2024-08-23 22:55,00000,N,ER,OO,False,2024-08-23 22:55,2024-08-24 01:15,,,,,202408232255-KTBW-WGUS82-FLSTBW,TBW
TAE,2024-05-14 08:57,2024-05-14 10:30,2024-05-14 08:57,202405141030,MA,P,W,89,NEW,,6102.705905859168,2024-05-14 08:57,,,,,False,2024-05-14 08:57,2024-05-14 10:30,34.0,0.0,,,202405140857-KTAE-WHUS52-SMWTAE,42-DVD
KEY,2024-12-29 12:32,2024-12-29 13:15,2024-12-29 12:32,202412291315,MA,P,W,476,NEW,,690.8259859369759,2024-12-29 12:32,,,,,False,2024-12-29 12:32,2024-12-29 13:15,34.0,0.75,,,202412291232-KKEY-WHUS52-SMWKEY,AJP
JAX,2024-12-11 16:27,2024-12-11 17:30,2024-12-11 16:27,202412111730,MA,P,W,219,NEW,,4997.51349873126,2024-12-11 16:27,,,,,False,2024-12-11 16:27,2024-12-11 17:30,40.0,0.0,,,202412111627-KJAX-WHUS52-SMWJAX,AB
MOB,2024-04-11 03:49,2024-04-11 04:15,2024-04-11 03:49,202404110415,MA,P,W,49,NEW,,1194.595911720599,2024-04-11 03:49,,,,,False,2024-04-11 03:49,2024-04-11 04:13,34.0,0.0,,,202404110349-KMOB-WHUS54-SMWMOB,
MLB,2024-09-14 20:06,2024-09-14 21:00,2024-09-14 20:06,202409142100,MA,P,W,223,NEW,,5455.468413671859,2024-09-14 20:06,,,,,False,2024-09-14 20:06,2024-09-14 21:00,34.0,0.0,,,202409142006-KMLB-WHUS52-SMWMLB,Tollefsen
JAX,2024-07-22 20:20,2024-07-22 22:15,2024-07-22 20:20,202407222215,FA,P,Y,137,NEW,,617.8157220006967,2024-07-22 20:20,00000,N,ER,OO,False,2024-07-22 20:20,2024-07-22 22:15,,,,,202407222020-KJAX-WGUS82-FLSJAX,23
MOB,2024-01-08 18:03,2024-01-08 18:45,2024-01-08 18:03,202401081845,MA,P,W,2,NEW,,1581.4008349407682,2024-01-08 18:03,,,,,False,2024-01-08 18:03,2024-01-08 18:38,34.0,0.75,,,202401081803-KMOB-WHUS54-SMWMOB,Black
TBW,2024-01-09 22:20,2024-01-09 23:45,2024-01-09 22:20,202401092345,MA,P,W,10,NEW,,9832.464075367037,2024-01-09 22:20,,,,,False,2024-01-09 22:20,2024-01-09 23:45,49.0,0.0,,,202401092220-KTBW-WHUS52-SMWTBW,TBW
MOB,2024-06-01 10:59,2024-06-01 12:30,2024-06-01 10:59,202406011230,MA,P,W,94,NEW,,5387.426864392787,2024-06-01 10:59,,,,,False,2024-06-01 10:59,2024-06-01 11:59,40.0,0.0,,,202406011059-KMOB-WHUS54-SMWMOB,MM
MFL,2024-09-24 21:50,2024-09-24 22:30,2024-09-24 21:50,202409242230,MA,P,W,450,NEW,,701.7033149054632,2024-09-24 21:50,,,,,False,2024-09-24 21:50,2024-09-24 22:09,34.0,0.0,,,202409242150-KMFL-WHUS52-SMWMFL,Hadi
MFL,2024-10-07 17:47,2024-10-07 19:45,2024-10-07 17:47,202410071945,FA,P,Y,235,NEW,,1046.8171475907259,2024-10-07 17:47,00000,N,ER,OO,False,2024-10-07 17:47,2024-10-07 19:45,,,,,202410071747-KMFL-WGUS82-FLSMFL,SB
MFL,2024-07-10 19:01,2024-07-10 19:20,2024-07-10 19:01,202407101945,MA,P,W,252,NEW,,936.6899055314773,2024-07-10 19:01,,,,,False,2024-07-10 19:01,2024-07-10 19:20,34.0,0.0,,,202407101901-KMFL-WHUS52-SMWMFL,Hadi
MLB,2024-07-16 20:27,2024-07-16 21:00,2024-07-16 20:27,202407162100,SV,P,W,72,NEW,,762.5373828217594,2024-07-16 20:27,,,,,False,2024-07-16 20:27,2024-07-16 20:45,60.0,1.0,,,202407162027-KMLB-WUUS52-SVRMLB,Fehling
JAX,2024-08-24 04:30,2024-08-24 06:30,2024-08-24 04:30,202408240630,FA,P,Y,245,NEW,,443.9513783733612,2024-08-24 04:30,00000,N,ER,OO,False,2024-08-24 04:30,2024-08-24 06:30,,,,,202408240430-KJAX-WGUS82-FLSJAX,HESS
JAX,2024-09-05 00:11,2024-09-05 03:15,2024-09-05 00:11,202409050315,FA,P,Y,280,NEW,,900.5270258265306,2024-09-05 00:11,00000,N,ER,OO,False,2024-09-05 00:11,2024-09-05 03:15,,,,,202409050011-KJAX-WGUS82-FLSJAX,CRUZ
TAE,2024-08-19 05:52,2024-08-19 07:18,2024-08-19 05:52,202408190730,SV,P,W,220,NEW,,4260.121484685715,2024-08-19 05:52,,,,,False,2024-08-19 05:52,2024-08-19 06:47,60.0,0.75,,,202408190552-KTAE-WUUS52-SVRTAE,42-DVD
TAE,2024-05-10 10:50,2024-05-10 11:30,2024-05-10 10:50,202405101130,TO,P,W,59,NEW,,1508.4408067372035,2024-05-10 10:50,,,,,False,2024-05-10 10:50,2024-05-10 11:25,,0.75,OBSERVED,,202405101050-KTAE-WFUS52-TORTAE,42-DVD
TAE,2024-06-01 16:55,2024-06-01 19:00,2024-06-01 16:55,202406011900,MA,P,W,110,NEW,,17611.201120340535,2024-06-01 16:55,,,,,False,2024-06-01 16:55,2024-06-01 19:00,34.0,0.0,,,202406011655-KTAE-WHUS52-SMWTAE,42-DVD
JAX,2024-08-24 02:05,2024-08-24 04:00,2024-08-24 02:05,202408240400,FA,P,Y,241,NEW,,1212.388721007761,2024-08-24 02:05,00000,N,ER,OO,False,2024-08-24 02:05,2024-08-24 04:00,,,,,202408240205-KJAX-WGUS82-FLSJAX,HESS
MFL,2024-10-07 14:41,2024-10-07 17:45,2024-10-07 14:41,202410071745,FA,P,Y,232,NEW,,1812.4260031188385,2024-10-07 14:41,00000,N,ER,OO,False,2024-10-07 14:41,2024-10-07 17:32,,,,,202410071441-KMFL-WGUS82-FLSMFL,JS
MFL,2024-03-22 20:52,2024-03-22 21:30,2024-03-22 20:52,202403222130,MA,P,W,78,NEW,,8189.770103344608,2024-03-22 20:52,,,,,False,2024-03-22 20:52,2024-03-22 21:30,34.0,0.0,,,202403222052-KMFL-WHUS52-SMWMFL,SB
MFL,2024-06-11 10:18,2024-06-11 11:15,2024-06-11 10:18,202406111115,MA,P,W,193,NEW,,8302.83477641939,2024-06-11 10:18,,,,,False,2024-06-11 10:18,2024-06-11 11:15,34.0,0.0,,,202406111018-KMFL-WHUS52-SMWMFL,Fisher
KEY,2024-10-07 15:54,2024-10-07 16:45,2024-10-07 15:54,202410071645,MA,P,W,423,NEW,,4034.0403638217454,2024-10-07 15:54,,,,,False,2024-10-07 15:54,2024-10-07 16:38,34.0,0.0,,,202410071554-KKEY-WHUS52-SMWKEY,BT
JAX,2024-04-11 15:34,2024-04-11 16:00,2024-04-11 15:34,202404111600,SV,P,W,88,NEW,,1820.9132330187851,2024-04-11 15:34,,,,,False,2024-04-11 15:34,2024-04-11 16:00,70.0,0.75,,CONSIDERABLE,202404111534-KJAX-WUUS52-SVRJAX,NELSON
TBW,2024-04-03 14:54,2024-04-03 17:00,2024-04-03 14:54,202404031700,MA,P,W,36,NEW,,14230.041221963824,2024-04-03 14:54,,,,,False,2024-04-03 14:54,2024-04-03 17:00,40.0,0.0,,,202404031454-KTBW-WHUS52-SMWTBW,TBW
MOB,2024-11-19 17:32,2024-11-19 20:30,2024-11-19 17:32,202411192030,FA,P,Y,99,NEW,,342.5697621172659,2024-11-19 17:32,00000,N,ER,OO,False,2024-11-19 17:32,2024-11-19 20:30,,,,,202411191732-KMOB-WGUS84-FLSMOB,JP
MFL,2024-09-10 19:15,2024-09-10 20:15,2024-09-10 19:15,202409102015,FA,P,Y,179,NEW,,121.09087915012557,2024-09-10 19:15,00000,N,ER,OO,False,2024-09-10 19:15,2024-09-10 20:05,,,,,202409101915-KMFL-WGUS82-FLSMFL,Hadi
MLB,2024-07-28 20:14,2024-07-28 22:15,2024-07-28 20:14,202407282215,FA,P,Y,52,NEW,,405.82021556169263,2024-07-28 20:14,00000,N,ER,OO,False,2024-07-28 20:14,2024-07-28 22:08,,,,,202407282014-KMLB-WGUS82-FLSMLB,CL
MLB,2024-05-14 16:51,2024-05-14 17:45,2024-05-14 16:51,202405141745,MA,P,W,47,NEW,,5912.0347523385135,2024-05-14 16:51,,,,,False,2024-05-14 16:51,2024-05-14 17:28,49.0,0.75,,,202405141651-KMLB-WHUS52-SMWMLB,Haley
TAE,2024-09-08 11:10,2024-09-08 13:15,2024-09-08 11:10,202409081315,MA,P,W,248,NEW,,5478.1637516654155,2024-09-08 11:10,,,,,False,2024-09-08 11:10,2024-09-08 13:15,34.0,0.0,,,202409081110-KTAE-WHUS52-SMWTAE,21-WD
MFL,2024-08-03 19:51,2024-08-03 20:15,2024-08-03 19:51,202408032015,MA,P,W,298,NEW,,226.76920795410635,2024-08-03 19:51,,,,,False,2024-08-03 19:51,2024-08-03 20:15,40.0,0.0,,,202408031951-KMFL-WHUS52-SMWMFL,Hadi
MLB,2024-05-18 19:07,2024-05-18 20:30,2024-05-18 19:07,202405182030,MA,P,W,68,NEW,,5392.078401767164,2024-05-18 19:07,,,,,False,2024-05-18 19:07,2024-05-18 20:30,34.0,0.0,,,202405181907-KMLB-WHUS52-SMWMLB,Weitlich
KEY,2024-04-04 09:30,2024-04-04 10:30,2024-04-04 09:30,202404041030,MA,P,W,128,NEW,,1384.4542769488264,2024-04-04 09:30,,,,,False,2024-04-04 09:30,2024-04-04 10:00,34.0,0.0,,,202404040930-KKEY-WHUS52-SMWKEY,Jacobson
JAX,2024-03-09 17:58,2024-03-09 18:45,2024-03-09 17:58,202403091845,SV,P,W,63,NEW,,3518.1611644965787,2024-03-09 17:58,,,,,False,2024-03-09 17:58,2024-03-09 18:45,60.0,0.75,POSSIBLE,,202403091758-KJAX-WUUS52-SVRJAX,CORLESS
TAE,2024-09-08 13:09,2024-09-08 15:15,2024-09-08 13:09,202409081515,MA,P,W,250,NEW,,7146.042623642226,2024-09-08 13:09,,,,,False,2024-09-08 13:09,2024-09-08 15:15,34.0,0.0,,,202409081309-KTAE-WHUS52-SMWTAE,21-WD
TAE,2024-08-19 03:50,2024-08-19 05:46,2024-08-19 03:50,202408190645,MA,P,W,195,NEW,,5725.17511607976,2024-08-19 03:50,,,,,False,2024-08-19 03:50,2024-08-19 04:46,50.0,0.0,,,202408190350-KTAE-WHUS52-SMWTAE,42-DVD
MFL,2024-08-03 14:57,2024-08-03 15:30,2024-08-03 14:57,202408031530,MA,P,W,292,NEW,,1463.0148900642184,2024-08-03 14:57,,,,,False,2024-08-03 14:57,2024-08-03 15:30,34.0,0.0,,,202408031457-KMFL-WHUS52-SMWMFL,Baxter
MLB,2024-10-09 17:44,2024-10-09 18:30,2024-10-09 17:44,202410091830,TO,P,W,29,NEW,,848.7878145200286,2024-10-09 17:44,,,,,False,2024-10-09 17:44,2024-10-09 18:12,,0.0,RADAR INDICATED,,202410091744-KMLB-WFUS52-TORMLB,Fehling
MFL,2024-06-13 23:10,2024-06-13 23:45,2024-06-13 23:10,202406132345,MA,P,W,234,NEW,,1895.0377981594638,2024-06-13 23:10,,,,,False,2024-06-13 23:10,2024-06-13 23:45,34.0,0.0,,,202406132310-KMFL-WHUS52-SMWMFL,Baxter
MLB,2024-05-14 16:12,2024-05-14 16:45,2024-05-14 16:12,202405141645,SV,P,W,25,NEW,,2527.4046289249573,2024-05-14 16:12,,,,,False,2024-05-14 16:12,2024-05-14 16:36,60.0,0.75,,,202405141612-KMLB-WUUS52-SVRMLB,Leahy
JAX,2024-07-27 20:49,2024-07-27 22:46,2024-07-27 20:49,202407280000,FA,P,Y,178,NEW,,861.9412269750325,2024-07-27 20:49,00000,N,ER,OO,False,2024-07-27 20:49,2024-07-27 22:46,,,,,202407272049-KJAX-WGUS82-FLSJAX,CORLESS
MFL,2024-02-05 14:52,2024-02-05 16:00,2024-02-05 14:52,202402051600,MA,P,W,37,NEW,,9662.161140242268,2024-02-05 14:52,,,,,False,2024-02-05 14:52,2024-02-05 16:00,34.0,0.75,,,202402051452-KMFL-WHUS52-SMWMFL,CWC
MFL,2024-06-12 19:56,2024-06-12 21:30,2024-06-12 19:56,202406122130,MA,P,W,219,NEW,,23898.998529969627,2024-06-12 19:56,,,,,False,2024-06-12 19:56,2024-06-12 21:30,34.0,0.75,,,202406121956-KMFL-WHUS52-SMWMFL,SB
JAX,2024-05-18 02:36,2024-05-18 03:00,2024-05-18 02:36,202405180300,SV,P,W,130,NEW,,886.9697006169108,2024-05-18 02:36,,,,,False,2024-05-18 02:36,2024-05-18 03:00,60.0,0.88,POSSIBLE,,202405180236-KJAX-WUUS52-SVRJAX,AB
JAX,2024-05-18 17:53,2024-05-18 19:00,2024-05-18 17:53,202405181900,MA,P,W,68,NEW,,9843.187286425671,2024-05-18 17:53,,,,,False,2024-05-18 17:53,2024-05-18 18:36,34.0,0.0,,,202405181753-KJAX-WHUS52-SMWJAX,NELSON
JAX,2024-07-22 18:21,2024-07-22 20:15,2024-07-22 18:21,202407222015,FA,P,Y,134,NEW,,193.89288751586363,2024-07-22 18:21,00000,N,ER,OO,False,2024-07-22 18:21,2024-07-22 20:15,,,,,202407221821-KJAX-WGUS82-FLSJAX,23
KEY,2024-06-13 23:27,2024-06-13 23:29,2024-06-13 23:27,202406140030,MA,P,W,227,NEW,,2717.497963935195,2024-06-13 23:27,,,,,False,2024-06-13 23:27,2024-06-13 23:29,34.0,0.0,,,202406132327-KKEY-WHUS52-SMWKEY,MJV
KEY,2024-08-09 22:55,2024-08-09 23:30,2024-08-09 22:55,202408092330,MA,P,W,298,NEW,,927.812606421543,2024-08-09 22:55,,,,,False,2024-08-09 22:55,2024-08-09 23:16,50.0,0.0,,,202408092255-KKEY-WHUS52-SMWKEY,LIW
MFL,2024-08-06 17:03,2024-08-06 18:00,2024-08-06 17:03,202408061800,MA,P,W,353,NEW,,4318.147651585781,2024-08-06 17:03,,,,,False,2024-08-06 17:03,2024-08-06 18:00,40.0,0.0,,,202408061703-KMFL-WHUS52-SMWMFL,ATV
MOB,2024-06-01 09:29,2024-06-01 11:00,2024-06-01 09:29,202406011100,MA,P,W,92,NEW,,2524.6928494389695,2024-06-01 09:29,,,,,False,2024-06-01 09:29,2024-06-01 11:00,34.0,0.0,,,202406010929-KMOB-WHUS54-SMWMOB,MM
MLB,2024-05-19 23:24,2024-05-19 23:58,2024-05-19 23:24,202405200015,SV,P,W,49,NEW,,595.559355700734,2024-05-19 23:24,,,,,False,2024-05-19 23:24,2024-05-19 23:41,60.0,1.0,,,202405192324-KMLB-WUUS52-SVRMLB,Leahy
JAX,2024-08-22 21:56,2024-08-23 00:00,2024-08-22 21:56,202408230000,FA,P,Y,230,NEW,,90.03267427738594,2024-08-22 21:56,00000,N,ER,OO,False,2024-08-22 21:56,2024-08-23 00:00,,,,,202408222156-KJAX-WGUS82-FLSJAX,CRUZ
JAX,2024-06-27 18:49,2024-06-27 19:45,2024-06-27 18:49,202406271945,MA,P,W,105,NEW,,3189.7512306611256,2024-06-27 18:49,,,,,False,2024-06-27 18:49,2024-06-27 18:54,34.0,0.0,,,202406271849-KJAX-WHUS52-SMWJAX,23
JAX,2024-04-11 12:43,2024-04-11 13:30,2024-04-11 12:43,202404111330,MA,P,W,48,NEW,,2577.5618308845283,2024-04-11 12:43,,,,,False,2024-04-11 12:43,2024-04-11 13:30,40.0,0.0,,,202404111243-KJAX-WHUS52-SMWJAX,SHASHY
TAE,2024-02-12 13:08,2024-02-12 16:15,2024-02-12 13:08,202402121615,FF,P,W,2,NEW,,5679.634145180174,2024-02-12 13:08,00000,0,ER,OO,False,2024-02-12 13:08,2024-02-12 16:15,,,,,202402121308-KTAE-WGUS52-FFWTAE,42-DVD
TAE,2024-01-09 10:37,2024-01-09 11:15,2024-01-09 10:37,202401091115,TO,P,W,2,NEW,,719.1120144129022,2024-01-09 10:37,,,,,False,2024-01-09 10:37,2024-01-09 10:49,,1.0,OBSERVED,CONSIDERABLE,202401091037-KTAE-WFUS52-TORTAE,11-MM
TBW,2024-09-04 22:03,2024-09-04 23:00,2024-09-04 22:03,202409042300,MA,P,W,132,NEW,,3072.0072237988684,2024-09-04 22:03,,,,,False,2024-09-04 22:03,2024-09-04 23:00,34.0,0.0,,,202409042203-KTBW-WHUS52-SMWTBW,TBW
MLB,2024-10-21 22:55,2024-10-22 00:00,2024-10-21 22:55,202410220000,MA,P,W,272,NEW,,4188.502380827566,2024-10-21 22:55,,,,,False,2024-10-21 22:55,2024-10-22 00:00,34.0,0.0,,,202410212255-KMLB-WHUS52-SMWMLB,Schaper
KEY,2024-06-12 20:40,2024-06-12 21:35,2024-06-12 20:40,202406122145,MA,P,W,202,NEW,,1871.9762239591646,2024-06-12 20:40,,,,,False,2024-06-12 20:40,2024-06-12 21:15,34.0,0.0,,,202406122040-KKEY-WHUS52-SMWKEY,CLR
MLB,2024-06-18 21:09,2024-06-18 22:15,2024-06-18 21:09,202406182215,MA,P,W,106,NEW,,10524.41445152487,2024-06-18 21:09,,,,,False,2024-06-18 21:09,2024-06-18 22:06,34.0,0.0,,,202406182109-KMLB-WHUS52-SMWMLB,Heil
JAX,2024-05-15 07:32,2024-05-15 08:30,2024-05-15 07:32,202405150830,SV,P,W,125,NEW,,1070.843876824667,2024-05-15 07:32,,,,,False,2024-05-15 07:32,2024-05-15 08:03,60.0,1.0,POSSIBLE,,202405150732-KJAX-WUUS52-SVRJAX,HESS
TAE,2024-04-03 08:52,2024-04-03 09:15,2024-04-03 08:52,202404030930,TO,P,W,42,NEW,,712.7067563103341,2024-04-03 08:52,,,,,False,2024-04-03 08:52,2024-04-03 09:00,,0.75,RADAR INDICATED,,202404030852-KTAE-WFUS52-TORTAE,21-HANER
JAX,2024-09-09 12:42,2024-09-09 15:45,2024-09-09 12:42,202409091545,FA,P,Y,312,NEW,,525.8858626833155,2024-09-09 12:42,00000,N,ER,OO,False,2024-09-09 12:42,2024-09-09 15:45,,,,,202409091242-KJAX-WGUS82-FLSJAX,HESS
JAX,2024-07-17 18:10,2024-07-17 20:45,2024-07-17 18:10,202407172115,FA,P,Y,100,NEW,,341.5335563890318,2024-07-17 18:10,00000,N,ER,OO,False,2024-07-17 18:10,2024-07-17 20:45,,,,,202407171810-KJAX-WGUS82-FLSJAX,CORLESS
TAE,2024-07-18 18:45,2024-07-18 19:30,2024-07-18 18:45,202407181930,SV,P,W,184,NEW,,787.0110210369764,2024-07-18 18:45,,,,,False,2024-07-18 18:45,2024-07-18 19:07,60.0,0.75,,,202407181845-KTAE-WUUS52-SVRTAE,71-BUNKER
MFL,2024-08-19 17:09,2024-08-19 18:00,2024-08-19 17:09,202408191800,MA,P,W,390,NEW,,1917.7018896718134,2024-08-19 17:09,,,,,False,2024-08-19 17:09,2024-08-19 18:00,34.0,0.0,,,202408191709-KMFL-WHUS52-SMWMFL,
MFL,2024-08-03 19:57,2024-08-03 20:30,2024-08-03 19:57,202408032030,SV,P,W,66,NEW,,1149.3863565557049,2024-08-03 19:57,,,,,False,2024-08-03 19:57,2024-08-03 20:11,60.0,0.75,POSSIBLE,,202408031957-KMFL-WUUS52-SVRMFL,Hadi
JAX,2024-04-03 15:26,2024-04-03 17:00,2024-04-03 15:26,202404031700,MA,P,W,42,NEW,,9066.262919414365,2024-04-03 15:26,,,,,False,2024-04-03 15:26,2024-04-03 17:00,40.0,0.0,,,202404031526-KJAX-WHUS52-SMWJAX,SHASHY
TAE,2024-12-11 09:49,2024-12-11 11:45,2024-12-11 09:49,202412111145,MA,P,W,343,NEW,,15969.286387008502,2024-12-11 09:49,,,,,False,2024-12-11 09:49,2024-12-11 11:45,34.0,0.0,,,202412110949-KTAE-WHUS52-SMWTAE,16-WORSTER
JAX,2024-03-27 21:09,2024-03-27 22:15,2024-03-27 21:09,202403272215,MA,P,W,39,NEW,,6929.054048244853,2024-03-27 21:09,,,,,False,2024-03-27 21:09,2024-03-27 22:15,34.0,0.0,,,202403272109-KJAX-WHUS52-SMWJAX,KB
JAX,2024-06-28 20:28,2024-06-28 23:30,2024-06-28 20:28,202406282330,FA,P,Y,52,NEW,,167.89413983693393,2024-06-28 20:28,00000,N,ER,OO,False,2024-06-28 20:28,2024-06-28 23:30,,,,,202406282028-KJAX-WGUS82-FLSJAX,CRUZ
TBW,2024-01-06 14:48,2024-01-06 15:15,2024-01-06 14:48,202401061515,MA,P,W,1,NEW,,9316.151710385824,2024-01-06 14:48,,,,,False,2024-01-06 14:48,2024-01-06 15:15,40.0,0.0,,,202401061448-KTBW-WHUS52-SMWTBW,TBW
TAE,2024-05-18 10:32,2024-05-18 16:24,2024-05-18 10:32,202405181630,FF,P,W,34,NEW,,8737.353638725881,2024-05-18 10:32,00000,0,ER,OO,False,2024-05-18 10:32,2024-05-18 16:01,,,,,202405181032-KTAE-WGUS52-FFWTAE,42-DVD
MOB,2024-07-13 16:54,2024-07-13 18:00,2024-07-13 16:54,202407131800,MA,P,W,118,NEW,,892.893538740173,2024-07-13 16:54,,,,,False,2024-07-13 16:54,2024-07-13 18:00,34.0,0.0,,,202407131654-KMOB-WHUS54-SMWMOB,Black
TAE,2024-03-09 18:10,2024-03-09 21:15,2024-03-09 18:10,202403092115,FA,P,Y,16,NEW,,1153.0541338030853,2024-03-09 18:10,00000,N,ER,OO,False,2024-03-09 18:10,2024-03-09 21:15,,,,,202403091810-KTAE-WGUS82-FLSTAE,Haner
MLB,2024-10-11 06:32,2024-10-11 07:30,2024-10-11 06:32,202410110730,MA,P,W,269,NEW,,6449.5611089858185,2024-10-11 06:32,,,,,False,2024-10-11 06:32,2024-10-11 07:30,34.0,0.0,,,202410110632-KMLB-WHUS52-SMWMLB,Haley
JAX,2024-09-04 14:24,2024-09-04 16:30,2024-09-04 14:24,202409041630,FA,P,Y,274,NEW,,66.80809204287242,2024-09-04 14:24,00000,N,ER,OO,False,2024-09-04 14:24,2024-09-04 16:30,,,,,202409041424-KJAX-WGUS82-FLSJAX,23
JAX,2024-05-09 20:15,2024-05-09 22:15,2024-05-09 20:15,202405092215,MA,P,W,55,NEW,,7633.350074711519,2024-05-09 20:15,,,,,False,2024-05-09 20:15,2024-05-09 22:15,49.0,0.75,,,202405092015-KJAX-WHUS52-SMWJAX,ENYEDI
JAX,2024-09-02 22:31,2024-09-03 00:13,2024-09-02 22:31,202409030030,FA,P,Y,262,NEW,,75.16298053373795,2024-09-02 22:31,00000,N,ER,OO,False,2024-09-02 22:31,2024-09-03 00:13,,,,,202409022231-KJAX-WGUS82-FLSJAX,SHASHY
JAX,2024-08-05 03:12,2024-08-05 06:15,2024-08-05 03:12,202408050615,FA,P,Y,208,NEW,,1452.5212092352547,2024-08-05 03:12,00000,N,ER,OO,False,2024-08-05 03:12,2024-08-05 06:15,,,,,202408050312-KJAX-WGUS82-FLSJAX,NELSON
TBW,2024-01-09 20:33,2024-01-09 22:30,2024-01-09 20:33,202401092230,MA,P,W,9,NEW,,23626.27020594143,2024-01-09 20:33,,,,,False,2024-01-09 20:33,2024-01-09 22:30,49.0,0.0,,,202401092033-KTBW-WHUS52-SMWTBW,TBW
TAE,2024-04-12 18:18,2024-04-13 18:00,2024-04-12 18:18,202404131800,FA,P,W,4,NEW,,83.67413858982265,2024-04-12 18:18,00000,0,ER,OO,False,2024-04-12 18:18,2024-04-13 02:29,,,,,202404121818-KTAE-WGUS42-FLWTAE,Godsey
MLB,2024-07-09 00:23,2024-07-09 01:15,2024-07-09 00:23,202407090115,FA,P,Y,34,NEW,,163.94528516283262,2024-07-09 00:23,00000,N,ER,OO,False,2024-07-09 00:23,2024-07-09 01:15,,,,,202407090023-KMLB-WGUS82-FLSMLB,
JAX,2024-04-11 15:54,2024-04-11 16:15,2024-04-11 15:54,202404111615,SV,P,W,89,NEW,,1769.7357270618706,2024-04-11 15:54,,,,,False,2024-04-11 15:54,2024-04-11 16:15,70.0,0.75,,CONSIDERABLE,202404111554-KJAX-WUUS52-SVRJAX,NELSON
TAE,2024-07-17 17:01,2024-07-17 18:02,2024-07-17 17:01,202407171830,MA,P,W,154,NEW,,3222.631389107871,2024-07-17 17:01,,,,,False,2024-07-17 17:01,2024-07-17 17:29,40.0,0.0,,,202407171701-KTAE-WHUS52-SMWTAE,16-WORSTER
TAE,2024-05-13 16:11,2024-05-13 17:03,2024-05-13 16:11,202405131745,MA,P,W,80,NEW,,1917.0159946726105,2024-05-13 16:11,,,,,False,2024-05-13 16:11,2024-05-13 17:03,40.0,0.75,,,202405131611-KTAE-WHUS52-SMWTAE,16-WORSTER
TAE,2024-04-11 04:06,2024-04-11 05:30,2024-04-11 04:06,202404110530,MA,P,W,71,NEW,,4934.632266559984,2024-04-11 04:06,,,,,False,2024-04-11 04:06,2024-04-11 05:30,49.0,0.0,,,202404110406-KTAE-WHUS52-SMWTAE,42-DVD
TAE,2024-03-22 21:04,2024-03-22 22:00,2024-03-22 21:04,202403222200,MA,P,W,44,NEW,,2987.92692661626,2024-03-22 21:04,,,,,False,2024-03-22 21:04,2024-03-22 22:00,34.0,0.0,,,202403222104-KTAE-WHUS52-SMWTAE,97-OLIVER
TAE,2024-01-09 14:05,2024-01-09 15:30,2024-01-09 14:05,202401091530,SV,P,W,10,NEW,,9845.609064010172,2024-01-09 14:05,,,,,False,2024-01-09 14:05,2024-01-09 15:30,70.0,1.0,POSSIBLE,CONSIDERABLE,202401091405-KTAE-WUUS52-SVRTAE,71-BUNKER
TBW,2024-12-11 17:30,2024-12-11 18:00,2024-12-11 17:30,202412111800,MA,P,W,149,NEW,,1299.297220467449,2024-12-11 17:30,,,,,False,2024-12-11 17:30,2024-12-11 17:58,40.0,0.0,,,202412111730-KTBW-WHUS52-SMWTBW,TBW
TAE,2024-04-11 10:14,2024-04-11 14:00,2024-04-11 10:14,202404111400,FF,P,W,24,NEW,,2549.9682202114573,2024-04-11 10:14,00000,0,ER,OO,False,2024-04-11 10:14,2024-04-11 14:00,,,,,202404111014-KTAE-WGUS52-FFWTAE,DR
MLB,2024-09-18 01:20,2024-09-18 02:15,2024-09-18 01:20,202409180215,MA,P,W,226,NEW,,1148.9547526127,2024-09-18 01:20,,,,,False,2024-09-18 01:20,2024-09-18 02:15,34.0,0.0,,,202409180120-KMLB-WHUS52-SMWMLB,Kelly
JAX,2024-06-26 20:15,2024-06-26 21:15,2024-06-26 20:15,202406262115,MA,P,W,100,NEW,,2856.7551447802025,2024-06-26 20:15,,,,,False,2024-06-26 20:15,2024-06-26 21:12,34.0,0.0,,,202406262015-KJAX-WHUS52-SMWJAX,DUBOIS
KEY,2024-08-09 23:30,2024-08-10 00:00,2024-08-09 23:30,202408100000,MA,P,W,299,NEW,,969.3176347439542,2024-08-09 23:30,,,,,False,2024-08-09 23:30,2024-08-09 23:51,34.0,0.0,,,202408092330-KKEY-WHUS52-SMWKEY,LIW
MFL,2024-08-02 20:29,2024-08-02 21:30,2024-08-02 20:29,202408022130,MA,P,W,279,NEW,,3700.988696100959,2024-08-02 20:29,,,,,False,2024-08-02 20:29,2024-08-02 21:30,34.0,0.0,,,202408022029-KMFL-WHUS52-SMWMFL,RAG
